date,committee,question,project,responsible,attendees,theme
2025-03-19,Kaimo reikalų komitetas,"Seimo narys Linas Jonauskas (iniciatorius), Seimo narys Kęstutis ​Vilkauskas (pasiūlymo teikėjas), Aplinkos, Žemės ūkio ministerijų, Specialiųjų tyrimų tarnybos, Lietuvos verslo konfederacijos, Vilniaus miesto savivaldybės administracijos, Lietuvos savivaldybių asociacijos, Lietuvos nekilnojamojo turto plėtros asociacijos, žemdirbių savivaldos organizacijų atstovai, Giedrius Bujokas​",I-446,M.  SkamarakasG.  Remeikienė,,"Environment, forests and climate change"
2025-03-19,Kaimo reikalų komitetas,"Teritorijų planavimo įstatymo Nr. I-1120 17, 18, 20, 25, 27, 28, 30, 31, 39 ir 45 straipsnių, septintojo skirsnio pavadinimo pakeitimo ir Įstatymo papildymo 42-1 straipsniu įstatymo projektas",I-1120,M.  SkamarakasG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-03-19,Kaimo reikalų komitetas,"​Seimo narys Linas Jonauskas (iniciatorius), Seimo nariai Seimo nariai Robert Puchovič, Tadas Sadauskis, Remigijus Žemaitaitis (pasiūlymų teikėjai), Aplinkos, Žemės ūkio ministerijų, Lietuvos verslo konfederacijos, žemdirbių savivaldos organizacijų atstovai​",I-1120,M.  SkamarakasG.  Remeikienė,,"Environment, forests and climate change"
2025-03-19,Kaimo reikalų komitetas,"Žemės reformos įstatymo Nr. I-1607 8, 9, 10, 13 ir 19 straipsnių pakeitimo įstatymo projektas",I-1607,M.  SkamarakasG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-03-19,Kaimo reikalų komitetas,"Seimo narys Linas Jonauskas (iniciatorius), Aplinkos, Žemės ūkio ministerijų, žemdirbių savivaldos organizacijų atstovai",I-1607,M.  SkamarakasG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-03-19,Kaimo reikalų komitetas,"Seimo narys Linas Jonauskas (iniciatorius), Aplinkos, Žemės ūkio ministerijų, žemdirbių savivaldos organizacijų atstovai",I-1607,M.  SkamarakasG.  Remeikienė,,"Land and food farming, rural development and fisheries"
2025-03-19,Kaimo reikalų komitetas,Žuvininkystės įstatymo Nr. VIII-1756 3 ir 23 straipsnių pakeitimo įstatymo projektas,VIII-1756,B.  RopėG.  Rimeisienė,,"Land and food farming, rural development and fisheries"
2025-03-19,Kaimo reikalų komitetas,"​Seimo narys Kęstutis Mažeika (iniciatorius), Aplinkos, Žemės ūkio ministerijų atstovai​​​​",VIII-1756,B.  RopėG.  Rimeisienė,,"Land and food farming, rural development and fisheries"
2025-03-19,Kaimo reikalų komitetas,"Dėl snukio ir nagų bei mėlynojo liežuvio ligų prevencijos ir kontrolės, pasirengimo ligų protrūkiams ir galimų pasekmių likvidavimo",,K.  MažeikaS.  Kairienė,,Health
2025-03-19,Kaimo reikalų komitetas,"Žemės ūkio, Aplinkos ministerijų, Valstybinės maisto ir veterinarijos tarnybos, LSMU Veterinarijos akademijos, Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto,  žemdirbių",,K.  MažeikaS.  Kairienė,,"Land and food farming, rural development and fisheries"
2025-03-19,Kaimo reikalų komitetas,​organizacijų atstovai​,,K.  MažeikaS.  Kairienė,,"State governance, regional policy and public administration"
2025-03-19,Kaimo reikalų komitetas,Kiti klausimai,,K.  MažeikaA.  Matulevičienė,,"State governance, regional policy and public administration"
