date,question,committee,project,responsible,attendees
2025-05-07,"PARLAMENTINĖ KONTROLĖ
2025 m. sausio-kovo mėn. valstybės ir savivaldybių biudžeto pajamų vykdymas. Kviečiami dalyvauti: ​ Finansų ministerijos ir Valstybinės mokesčių inspekcijos prie Finansų ministerijos atstovai. ​",Biudžeto ir finansų komitetas,,A.  ButkevičiusG.  SkaistėE.  Putrimas,
2025-05-07,Kiti klausimai,Biudžeto ir finansų komitetas,,A.  SysasD.  Mudėnienė,
2025-05-07,Mokėjimų įstatymo Nr. VIII-1370 3 straipsnio pakeitimo įstatymo projektas,Biudžeto ir finansų komitetas,VIII-1370,R.  BudbergytėR.  KuodisM.  Pečiulis,
2025-05-07,Elektros energetikos įstatymo Nr. VIII-1881 69 straipsnio pakeitimo įstatymo projektas,Biudžeto ir finansų komitetas,VIII-1881,A.  ButkevičiusV.  ĄžuolasA.  Narščiuvienė,
2025-05-07,Papildomas (pasirengimas svarstymui),Biudžeto ir finansų komitetas,Gamtinių dujų įstatymo Nr.VIII-1973 2 straipsnio pakeitimo įstatymo projektas,,
2025-05-07,Pagrindinis (pasirengimas svarstymui),Biudžeto ir finansų komitetas,"Pridėtinės vertės mokesčio įstatymo Nr. IX-751 71, 92 ir 97 straipsnių pakeitimo įstatymo projektas",,
2025-05-07,Pagrindinis (pasirengimas svarstymui),Biudžeto ir finansų komitetas,"Pridėtinės vertės mokesčio įstatymo Nr. IX-751 71, 92 straipsnių pakeitimo įstatymo projektas",,
2025-05-07,Pagrindinis (pasirengimas svarstymui),Biudžeto ir finansų komitetas,Pridėtinės vertės mokesčio įstatymo Nr. IX-751 19 straipsnio pakeitimo įstatymo projektas,,
2025-04-23,Posėdžio darbotvarkės tvirtinimas,Biudžeto ir finansų komitetas,,A.  SysasD.  Mudėnienė,
2025-04-23,"PARLAMENTINĖ KONTROLĖ. Valstybinio audito ataskaitos „Finansinių priemonių (paskolų, garantijų, rizikos kapitalo investicijų) taikymo teikiant valstybės paramą“ pristatymas. Kviečiami dalyvauti: ​ Valstybės kontrolės, Finansų ministerijos ir UAB Iltė atstovai ​",Biudžeto ir finansų komitetas,,R.  BudbergytėA.  Narščiuvienė,
2025-04-23,Seimo statuto „Dėl Lietuvos Respublikos Seimo statuto Nr. I-399 59 straipsnio pakeitimo ir Statuto papildymo 204-1 straipsniu“ projektas XVP-275,Biudžeto ir finansų komitetas,I-399,A.  SysasG.  SkaistėA.  Narščiuvienė,
2025-04-23,Kriptoturto rinkų įstatymo Nr. XIV-2879 22 straipsnio 3 dalies pakeitimo įstatymo projektas XVP-304,Biudžeto ir finansų komitetas,XIV-2879,A.  RadvilaM.  LingėM.  Pečiulis,
2025-04-23,Pinigų plovimo ir teroristų finansavimo prevencijos įstatymo Nr. VIII-275 18 straipsnio 2 ir 6 dalies pakeitimo įstatymo projektas XVP-328,Biudžeto ir finansų komitetas,VIII-275,A.  RadvilaM.  LingėM.  Pečiulis,
2025-04-23,Kiti klausimai,Biudžeto ir finansų komitetas,,A.  SysasD.  Mudėnienė,
2025-04-23,Akcizų įstatymo Nr. IX-569 4 ir 27 straipsnių pakeitimo įstatymo projektas,Biudžeto ir finansų komitetas,IX-569,A.  SysasM.  LingėD.  Mudėnienė,
2025-04-17,"TEISĖS DEPARTAMENTO IŠVADA dėl Finansinio tvarumo įstatymo Nr. XI-393 2, 25, 25-4, 26-2 straipsnių ir priedo pakeitimo įstatymo projekto XVP-139(2)",Biudžeto ir finansų komitetas,XI-393,A.  SysasR.  KuodisM.  Pečiulis,
2025-04-17,Kiti klausimai,Biudžeto ir finansų komitetas,,A.  SysasA.  Narščiuvienė,
